# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
20

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,AAOLYXEQWJ,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,26,33
# x,y,z,u,w
3.995735528213924681e+01, -1.535960447989330646e+01, 0.000000000000000000e+00, 4.109770988675094827e+00, 1.973364755475754251e+01, -1.387776739320955577e-01, 0.000000000000000000e+00, 9.903235618816695895e-01, 8.000000000000000444e-01, 2.276535875536843889e+00, 1.723464124463156111e+00
2.952000036806614958e+01, -1.535960447989330646e+01, 0.000000000000000000e+00, 2.557823196908497909e+00, 1.607890515439290269e+01, -1.549253828234834762e-01, 0.000000000000000000e+00, 9.879261742443090633e-01, 8.000000000000000444e-01, 2.172260364380927733e+00, 1.827739635619072267e+00
2.206173061476403063e+01, -1.535960447989330646e+01, 0.000000000000000000e+00, 1.290894061509355151e+00, 1.167592859169705832e+01, -1.682808363541741514e-01, 0.000000000000000000e+00, 9.857390933284221335e-01, 8.000000000000000444e-01, 2.095955830069344827e+00, 1.904044169930654951e+00
1.721190640613065170e+01, -1.535960447989330646e+01, 0.000000000000000000e+00, 3.901622798778900392e-01, 6.421851729541121934e+00, -1.806017132569183170e-01, 0.000000000000000000e+00, 9.835563131659853520e-01, 8.000000000000000444e-01, 2.041733119767888294e+00, 1.958266880232111484e+00
1.535960447989330113e+01, -1.535960447989330646e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.000000000000000444e-01, 2.000000000000000000e+00, 2.000000000000000000e+00
2.121873479278344234e+02, -1.919950559986663308e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
2.084975891006667155e+02, -1.919950559986663308e+01, 0.000000000000000000e+00, 4.896218527951352040e-01, 1.026873934129119315e+00, 2.806393907816326708e-02, 0.000000000000000000e+00, 9.996061300949575790e-01, 1.000000000000000000e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
2.031954572727450170e+02, -1.919950559986663308e+01, 0.000000000000000000e+00, 1.165585393173569573e+00, 2.468645159175334669e+00, 2.359465922096003546e-02, 0.000000000000000000e+00, 9.997216072768692063e-01, 1.000000000000000000e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
1.957340036203014222e+02, -1.919950559986663308e+01, 0.000000000000000000e+00, 2.061588323649335752e+00, 4.431591054665546814e+00, 1.731675991340080739e-02, 0.000000000000000000e+00, 9.998500536711002473e-01, 1.000000000000000000e+00, 3.827739635619072267e+00, 1.722603643809275942e-01
1.855366796991396825e+02, -1.919950559986663308e+01, 0.000000000000000000e+00, 3.181418592446168425e+00, 6.993652479953384571e+00, 8.773978079908697700e-03, 0.000000000000000000e+00, 9.999615079135063533e-01, 1.000000000000000000e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.721431171827310322e+02, -1.919950559986663308e+01, 0.000000000000000000e+00, 4.467908734916496982e+00, 1.015131453867358680e+01, -2.420960348217730037e-03, 0.000000000000000000e+00, 9.999970694712022601e-01, 1.000000000000000000e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.554388069789956717e+02, -1.919950559986663308e+01, 0.000000000000000000e+00, 5.777931297065043381e+00, 1.374928956636979294e+01, -1.650047007822976614e-02, 0.000000000000000000e+00, 9.998638579762735290e-01, 1.000000000000000000e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
1.358971827786039910e+02, -1.919950559986663308e+01, 0.000000000000000000e+00, 6.893334594951729066e+00, 1.742567093372819897e+01, -3.337779237512505937e-02, 0.000000000000000000e+00, 9.994428062556470760e-01, 1.000000000000000000e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
1.146748246551287735e+02, -1.919950559986663308e+01, 0.000000000000000000e+00, 7.593199696922587449e+00, 2.061718623140865603e+01, -5.268512373129842496e-02, 0.000000000000000000e+00, 9.986111744505054011e-01, 1.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
9.341116810937192838e+01, -1.919950559986663308e+01, 0.000000000000000000e+00, 7.746589108526805489e+00, 2.268128293215446334e+01, -7.396778930207811853e-02, 0.000000000000000000e+00, 9.972606310016270958e-01, 1.000000000000000000e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
7.374693341906635169e+01, -1.919950559986663308e+01, 0.000000000000000000e+00, 7.043153880953315849e+00, 2.314175779965919233e+01, -9.708109085302719932e-02, 0.000000000000000000e+00, 9.952764750554422557e-01, 1.000000000000000000e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
5.687495348707301446e+01, -1.919950559986663308e+01, 0.000000000000000000e+00, 5.655895741850308411e+00, 2.194973478821303914e+01, -1.193304681621569358e-01, 0.000000000000000000e+00, 9.928545912510051696e-01, 1.000000000000000000e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
4.333748535907994892e+01, -1.919950559986663308e+01, 0.000000000000000000e+00, 4.032952839354066121e+00, 1.936479432943497159e+01, -1.387776739320954189e-01, 0.000000000000000000e+00, 9.903235618816694785e-01, 1.000000000000000000e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
3.309522119106426885e+01, -1.919950559986663308e+01, 0.000000000000000000e+00, 2.510013417527030111e+00, 1.577836487113322228e+01, -1.549253828234834485e-01, 0.000000000000000000e+00, 9.879261742443091743e-01, 1.000000000000000000e+00, 2.172260364380927733e+00, 1.827739635619072267e+00
2.577635834903884415e+01, -1.919950559986663308e+01, 0.000000000000000000e+00, 1.266765200546565273e+00, 1.145768693577748643e+01, -1.682808363541738739e-01, 0.000000000000000000e+00, 9.857390933284221335e-01, 1.000000000000000000e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
2.101718506019304300e+01, -1.919950559986663308e+01, 0.000000000000000000e+00, 3.828695269829835435e-01, 6.301817117773998334e+00, -1.806017132569186223e-01, 0.000000000000000000e+00, 9.835563131659853520e-01, 1.000000000000000000e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
1.919950559986662597e+01, -1.919950559986663308e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
2.149932757410322495e+02, -2.134901218065640194e+01, -4.999999999999998890e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
2.112978242523543599e+02, -2.134901218065640194e+01, -5.095418563419661373e-01, 4.911231860599341026e-01, 2.049287479620590879e+00, 1.411034257416769744e-02, 0.000000000000000000e+00, 9.999004441605371385e-01, 1.199999999999999956e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
2.059789988251806676e+02, -2.134901218065640194e+01, -5.232753523138603535e-01, 1.169359887023558420e+00, 3.523438527428106148e+00, 1.658747820379491422e-02, 0.000000000000000000e+00, 9.998624183190598647e-01, 1.199999999999999956e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
1.984909964233532378e+02, -2.134901218065640194e+01, -5.426097809825741747e-01, 2.068465687376574547e+00, 5.531803381268375119e+00, 1.391984062781423392e-02, 0.000000000000000000e+00, 9.999031143250310949e-01, 1.199999999999999956e+00, 3.827739635619072267e+00, 1.722603643809275942e-01
1.882558678549953299e+02, -2.134901218065640194e+01, -5.690374385340376540e-01, 3.192190578517911437e+00, 8.155512121290803051e+00, 7.549601723338694031e-03, 0.000000000000000000e+00, 9.999715013508229111e-01, 1.199999999999999956e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.748116898733895539e+02, -2.134901218065640194e+01, -6.037510358656055232e-01, 4.483109848238209239e+00, 1.139332816356884592e+01, -2.164382630340412964e-03, 0.000000000000000000e+00, 9.999976577211714401e-01, 1.199999999999999956e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.580435095233413847e+02, -2.134901218065640194e+01, -6.470473877475192426e-01, 5.797522630128823629e+00, 1.508985344533821760e+01, -1.508572682282293721e-02, 0.000000000000000000e+00, 9.998862039483428221e-01, 1.199999999999999956e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
1.384265594218721844e+02, -2.134901218065640194e+01, -6.976994177658339957e-01, 6.916434177817608386e+00, 1.887921810202957928e+01, -3.091276121992832943e-02, 0.000000000000000000e+00, 9.995220863961735702e-01, 1.199999999999999956e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
1.171218493464416213e+02, -2.134901218065640194e+01, -7.527093356526811663e-01, 7.618081347432986483e+00, 2.218990152374297509e+01, -4.911755146374070791e-02, 0.000000000000000000e+00, 9.987930046502162540e-01, 1.199999999999999956e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
9.577497601653026038e+01, -2.134901218065640194e+01, -8.078281213513229808e-01, 7.770996747449738784e+00, 2.436838293096825581e+01, -6.908093865616043994e-02, 0.000000000000000000e+00, 9.976110584362943845e-01, 1.199999999999999956e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
7.603469247206436421e+01, -2.134901218065640194e+01, -8.587986050142979444e-01, 7.063932425371810098e+00, 2.492800151930113373e+01, -9.043118352060690313e-02, 0.000000000000000000e+00, 9.959027066169978681e-01, 1.199999999999999956e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
5.910125997837479872e+01, -2.134901218065640194e+01, -9.025216469013866982e-01, 5.671001514733107207e+00, 2.381398092834410107e+01, -1.103629512886825370e-01, 0.000000000000000000e+00, 9.938913516993957975e-01, 1.199999999999999956e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
4.551960752659289255e+01, -2.134901218065640194e+01, -9.375902107774019001e-01, 4.042241639666301900e+00, 2.128500360559229421e+01, -1.266874078713765839e-01, 0.000000000000000000e+00, 9.919426902229944165e-01, 1.199999999999999956e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
3.524957539926901973e+01, -2.134901218065640194e+01, -9.641079912127665796e-01, 2.514575778873406442e+00, 1.773498956823237549e+01, -1.383019555608905604e-01, 0.000000000000000000e+00, 9.903901095467549931e-01, 1.199999999999999956e+00, 2.172260364380927733e+00, 1.827739635619072267e+00
2.791696316444452464e+01, -2.134901218065640194e+01, -9.830411940353183109e-01, 1.268191746976834011e+00, 1.343476615941273877e+01, -1.440045410270129889e-01, -2.644417950148971806e-16, 9.895770268976534778e-01, 1.199999999999999956e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
2.315625445442657337e+01, -2.134901218065640194e+01, -9.953336023475676253e-01, 3.828458857242896807e-01, 8.286334834638232394e+00, -1.378160723460966630e-01, 0.000000000000000000e+00, 9.904578386802213030e-01, 1.199999999999999956e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
2.134901218065639483e+01, -2.134901218065640194e+01, -9.999999999999997780e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
2.177992035542300755e+02, -2.349851876144617080e+01, -9.999999999999997780e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
2.140935245756592451e+02, -2.349851876144617080e+01, -1.019071878117788321e+00, 4.927297229714489024e-01, 3.071834468521741357e+00, 9.445225486526931391e-03, 0.000000000000000000e+00, 9.999553928628559518e-01, 1.399999999999999911e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
2.087588047737748127e+02, -2.349851876144617080e+01, -1.046527879148220874e+00, 1.173210527180607921e+00, 4.578325217924153812e+00, 1.280884941385279294e-02, 0.000000000000000000e+00, 9.999179633233383768e-01, 1.399999999999999911e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
2.012456967839608240e+02, -2.349851876144617080e+01, -1.085195308436113004e+00, 2.075367955312974022e+00, 6.632058371311783773e+00, 1.164990418503323265e-02, 0.000000000000000000e+00, 9.999321375635846776e-01, 1.399999999999999911e+00, 3.827739635619072267e+00, 1.722603643809275942e-01
1.909741043968028293e+02, -2.349851876144617080e+01, -1.138059725245103460e+00, 3.202958334989330691e+00, 9.317380940044847293e+00, 6.630573931791424250e-03, 0.000000000000000000e+00, 9.999780175030524854e-01, 1.399999999999999911e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.774804816755556374e+02, -2.349851876144617080e+01, -1.207506843950000297e+00, 4.498316450647417142e+00, 1.263534239105982593e+01, -1.958246354692013899e-03, 0.000000000000000000e+00, 9.999980826337689921e-01, 1.399999999999999911e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.606495003421032379e+02, -2.349851876144617080e+01, -1.294130220246394458e+00, 5.817178699800469310e+00, 1.643044260447444671e+01, -1.390182103777507124e-02, 0.000000000000000000e+00, 9.999033650167566956e-01, 1.399999999999999911e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
1.409582722871698479e+02, -2.349851876144617080e+01, -1.395474320376218991e+00, 6.939717895433096473e+00, 2.033286368726621873e+01, -2.880003058091023388e-02, 0.000000000000000000e+00, 9.995851930868817625e-01, 1.399999999999999911e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
1.195723194571776276e+02, -2.349851876144617080e+01, -1.505540596533710307e+00, 7.643339163760097144e+00, 2.376286249082284030e+01, -4.602173887783693462e-02, 0.000000000000000000e+00, 9.989404384399803716e-01, 1.399999999999999911e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
9.814351168278921023e+01, -2.349851876144617080e+01, -1.615827432615845716e+00, 7.796065641030449633e+00, 2.605599211588195985e+01, -6.482567112660907183e-02, 0.000000000000000000e+00, 9.978966040442188712e-01, 1.399999999999999911e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
7.832854168540151818e+01, -2.349851876144617080e+01, -1.717808390729913981e+00, 7.085747738269327911e+00, 2.671520862135966823e+01, -8.466751283880456780e-02, 0.000000000000000000e+00, 9.964092594259102986e-01, 1.399999999999999911e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
6.133480783745901022e+01, -2.349851876144617080e+01, -1.805269399249085360e+00, 5.687530950433203891e+00, 2.567988586491727077e+01, -1.026908888897724720e-01, 0.000000000000000000e+00, 9.947133161564835069e-01, 1.399999999999999911e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
4.770976071116541561e+01, -2.349851876144617080e+01, -1.875392914978452508e+00, 4.053268644791238273e+00, 2.320785570371334217e+01, -1.165847800839882736e-01, 0.000000000000000000e+00, 9.931807433960688769e-01, 1.399999999999999911e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
3.741227445459068690e+01, -2.349851876144617080e+01, -1.928390598787733445e+00, 2.521048069294996363e+00, 1.969562705480315046e+01, -1.249565831765670210e-01, 0.000000000000000000e+00, 9.921622106897832749e-01, 1.399999999999999911e+00, 2.172260364380927733e+00, 1.827739635619072267e+00
3.006557890907862429e+01, -2.349851876144617080e+01, -1.966201559430240220e+00, 1.271484510713640104e+00, 1.541787755129334059e+01, -1.259074423498182937e-01, -2.304281939573763553e-16, 9.920419930431005895e-01, 1.399999999999999911e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
2.530177582125207891e+01, -2.349851876144617080e+01, -1.990719244959279877e+00, 3.842580937187023982e-01, 1.028039745634516322e+01, -1.114607950590440766e-01, 0.000000000000000000e+00, 9.937688318541721966e-01, 1.399999999999999911e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
2.349851876144616369e+01, -2.349851876144617080e+01, -1.999999999999999556e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
2.206051313674279299e+02, -2.564802534223593966e+01, -1.500000000000000222e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
2.168880879269276534e+02, -2.564802534223593966e+01, -1.528598932731541460e+00, 4.943507245414496265e-01, 4.094414922818573999e+00, 7.110219800228605690e-03, 0.000000000000000000e+00, 9.999747220677093207e-01, 1.600000000000000089e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
2.115369739136908152e+02, -2.564802534223593966e+01, -1.569770404669671660e+00, 1.177083770531267115e+00, 5.633252804150220783e+00, 1.044533217976063334e-02, 0.000000000000000000e+00, 9.999454460297594327e-01, 1.600000000000000089e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
2.039990833196169433e+02, -2.564802534223593966e+01, -1.627766935915112567e+00, 2.082279706140977904e+00, 7.732337812732650306e+00, 1.002592871348323249e-02, 0.000000000000000000e+00, 9.999497391136377145e-01, 1.600000000000000089e+00, 3.827739635619072267e+00, 1.722603643809275942e-01
1.936917058342485802e+02, -2.564802534223593966e+01, -1.707071899674959869e+00, 3.213722360708900716e+00, 1.047925588362683946e+01, 5.915333938792941872e-03, 0.000000000000000000e+00, 9.999825042591458102e-01, 1.600000000000000089e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.801494337558097527e+02, -2.564802534223593966e+01, -1.811266142869323748e+00, 4.513527017635248662e+00, 1.387735705935078379e+01, -1.789008142539262646e-03, 0.000000000000000000e+00, 9.999983997236525646e-01, 1.600000000000000089e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.632564877345476475e+02, -2.564802534223593966e+01, -1.941240471830787184e+00, 5.836883053938145771e+00, 1.777105132262341058e+01, -1.289652110526000491e-02, 0.000000000000000000e+00, 9.999168364135996301e-01, 1.600000000000000089e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
1.434918529947641446e+02, -2.564802534223593966e+01, -2.093309574179097243e+00, 6.963142863030786778e+00, 2.178658798971108368e+01, -2.696913491235924248e-02, 0.000000000000000000e+00, 9.996362667300937588e-01, 1.600000000000000089e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
1.220255910788943794e+02, -2.564802534223593966e+01, -2.258470996249262175e+00, 7.668889786445923562e+00, 2.533602337529745796e+01, -4.330998826308599114e-02, 0.000000000000000000e+00, 9.990616822382145656e-01, 1.600000000000000089e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
1.005159071921956979e+02, -2.564802534223593966e+01, -2.423966506968829648e+00, 7.821649769995960177e+00, 2.774401756895051463e+01, -6.108717243086163318e-02, 0.000000000000000000e+00, 9.981324347822798648e-01, 1.600000000000000089e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
8.062732478918871948e+01, -2.564802534223593966e+01, -2.576989262654665325e+00, 7.108360506359447939e+00, 2.850319788843978941e+01, -7.962446412397906903e-02, 0.000000000000000000e+00, 9.968249318275347326e-01, 1.600000000000000089e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
6.357410678279839544e+01, -2.564802534223593966e+01, -2.708196724291278557e+00, 5.705125327380906164e+00, 2.754711252403442145e+01, -9.605360244633537325e-02, 0.000000000000000000e+00, 9.953761627932835587e-01, 1.600000000000000089e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
4.990607284091387896e+01, -2.564802534223593966e+01, -2.813358579279921390e+00, 4.065535958718337284e+00, 2.513274404127464123e+01, -1.080193857500345717e-01, 0.000000000000000000e+00, 9.941487878090408126e-01, 1.600000000000000089e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
3.958101328223094129e+01, -2.564802534223593966e+01, -2.892799588914231279e+00, 2.528781971199243195e+00, 2.165918761856868002e+01, -1.140122531336640738e-01, 0.000000000000000000e+00, 9.934793435876688728e-01, 1.600000000000000089e+00, 2.172260364380927733e+00, 1.827739635619072267e+00
3.221942137507878101e+01, -2.564802534223593966e+01, -2.949439678038765500e+00, 1.275850800239027416e+00, 1.740495932784694233e+01, -1.119096969209362885e-01, 0.000000000000000000e+00, 9.937183804957340216e-01, 1.600000000000000089e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
2.745056592454881184e+01, -2.564802534223593966e+01, -2.986131252517054691e+00, 3.862579455890378655e-01, 1.227935582968165207e+01, -9.363133073974420906e-02, 0.000000000000000000e+00, 9.956069374526799187e-01, 1.600000000000000089e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
2.564802534223593611e+01, -2.564802534223593966e+01, -3.000000000000000444e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
2.234110591806257560e+02, -2.779753192302570852e+01, -2.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
2.196821959653858016e+02, -2.779753192302570852e+01, -2.038124799112992491e+00, 4.959756059213598633e-01, 5.117008779427022702e+00, 5.708454324733974045e-03, 0.000000000000000000e+00, 9.999837066418744147e-01, 1.800000000000000044e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
2.143142808040038005e+02, -2.779753192302570852e+01, -2.093007661629070704e+00, 1.180965575323118744e+00, 6.688201934729764098e+00, 8.827382288388467557e-03, 0.000000000000000000e+00, 9.999610379019447937e-01, 1.800000000000000044e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
2.067516470210712782e+02, -2.779753192302570852e+01, -2.170329857992039368e+00, 2.089195292054217834e+00, 8.832632567824697745e+00, 8.806535336477494189e-03, 0.000000000000000000e+00, 9.999612217158060368e-01, 1.800000000000000044e+00, 3.827739635619072267e+00, 1.722603643809275942e-01
1.964088623228495862e+02, -2.779753192302570852e+01, -2.276076989524527416e+00, 3.224483281673036661e+00, 1.164113511812190715e+01, 5.342864949047411958e-03, 0.000000000000000000e+00, 9.999857267952059203e-01, 1.800000000000000044e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
1.828185066134675196e+02, -2.779753192302570852e+01, -2.415028072304044926e+00, 4.528740540920898283e+00, 1.511937205981021215e+01, -1.647574798486551358e-03, 0.000000000000000000e+00, 9.999986427477206563e-01, 1.800000000000000044e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
1.658642618850145141e+02, -2.779753192302570852e+01, -2.588372369767954595e+00, 5.856624326798705482e+00, 1.911167548382255532e+01, -1.203224722110306406e-02, 0.000000000000000000e+00, 9.999276098932412538e-01, 1.800000000000000044e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
1.460269505265536623e+02, -2.779753192302570852e+01, -2.791193837552617740e+00, 6.986678340944627585e+00, 2.324037623769081407e+01, -2.536722123293862555e-02, 0.000000000000000000e+00, 9.996782002659251321e-01, 1.800000000000000044e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
1.244811713456948183e+02, -2.779753192302570852e+01, -3.011483093443245274e+00, 7.694672282911244388e+00, 2.690934911477798863e+01, -4.091505494228247358e-02, 0.000000000000000000e+00, 9.991626285440573518e-01, 1.800000000000000044e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
1.028914948197287487e+02, -2.779753192302570852e+01, -3.232221166404170898e+00, 7.847642113949018672e+00, 2.943238766801465189e+01, -5.777682781696295150e-02, 0.000000000000000000e+00, 9.983295238384012338e-01, 1.800000000000000044e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
8.293016079581377653e+01, -2.779753192302570852e+01, -3.436310671907828684e+00, 7.131597806358465519e+00, 3.029183081790609222e+01, -7.517516719679684378e-02, 0.000000000000000000e+00, 9.971703436409115051e-01, 1.800000000000000044e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
6.581804921611004033e+01, -2.779753192302570852e+01, -3.611269038229490302e+00, 5.723533616228323240e+00, 2.941540920649320157e+01, -9.025570459219825481e-02, 0.000000000000000000e+00, 9.959186250836791210e-01, 1.800000000000000044e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
5.210721174559546398e+01, -2.779753192302570852e+01, -3.751451955666064375e+00, 4.078713672524801659e+00, 2.705923407137782633e+01, -1.006667219951209447e-01, 0.000000000000000000e+00, 9.949202033745002671e-01, 1.800000000000000044e+00, 2.276535875536843889e+00, 1.723464124463156111e+00
4.175426419501749820e+01, -2.779753192302570852e+01, -3.857302994658315054e+00, 2.537384421840484183e+00, 2.362494242593420779e+01, -1.048776017277174427e-01, 0.000000000000000000e+00, 9.944851374735783622e-01, 1.800000000000000044e+00, 2.172260364380927733e+00, 1.827739635619072267e+00
3.437686260840769137e+01, -2.779753192302570852e+01, -3.932731332258859958e+00, 1.280879813983431426e+00, 1.939479117727477586e+01, -1.007663294640187418e-01, -1.831787538379520776e-16, 9.949101199838851217e-01, 1.800000000000000044e+00, 2.095955830069344827e+00, 1.904044169930654951e+00
2.960123981969292117e+01, -2.779753192302570852e+01, -3.981558454346647125e+00, 3.885433729536006964e-01, 1.428115430160548271e+01, -8.077803485275468487e-02, 0.000000000000000000e+00, 9.967321150064981650e-01, 1.800000000000000044e+00, 2.041733119767888294e+00, 1.958266880232111484e+00
2.779753192302570142e+01, -2.779753192302570852e+01, -4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
2.262169869938235820e+02, -2.994703850381547738e+01, -2.500000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
2.224760762016981914e+02, -2.994703850381547738e+01, -2.547650070997952820e+00, 4.976018963505308701e-01, 6.139609341611213189e+00, 4.773631367725553534e-03, 0.000000000000000000e+00, 9.999886061568725726e-01, 2.000000000000000000e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
2.170910778800723051e+02, -2.994703850381547738e+01, -2.616241803495147344e+00, 1.184851127165232887e+00, 7.743163803888575281e+00, 7.650288087404346661e-03, 0.000000000000000000e+00, 9.999707361179024367e-01, 2.000000000000000000e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
2.095036613279967241e+02, -2.994703850381547738e+01, -2.712886967597560428e+00, 2.096112396658458277e+00, 9.932937547595567906e+00, 7.857284269868805224e-03, 0.000000000000000000e+00, 9.999691310655056675e-01, 2.000000000000000000e+00, 3.827739635619072267e+00, 1.722603643809275942e-01
1.991256949946680095e+02, -2.994703850381547738e+01, -2.845076923487025233e+00, 3.235241658716841773e+00, 1.280301747532359791e+01, 4.874298400202541244e-03, 0.000000000000000000e+00, 9.999881205369920423e-01, 2.000000000000000000e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
